Tweet_Text,User_Name,Screen_Name,Country,Description,Followers_Count,Friends_Count,Verified_Account,Tweet_Created_At
"RT @VCSTX: #Climatechange, #epidemics , #instability, #wars, #famine, lack of #technology &amp; #funding ... and then thereâ€™s still people whoâ€¦","Vanessa Campo-Ruiz, MD PhD",VCSTX,Spain,"Medical Doctor, PhD, internat collabs, research science & tech adviser/ policy maker, R&I manager at European Commission REA.Opinions= my own. RTs not endorsms.",449,1675,FALSE,12/1/2019 19:11
RT @joxer: Now 89 Days Underwater: A brutal â€œking tidesâ€ season made worse by #climatechange has flooded the streets of a Florida Keys commâ€¦,ðŸ’§JudyR ðŸ’§ðŸŒ³ðŸ¨ðŸ¦˜ðŸðŸ¸ðŸ¦‡ðŸ¬ðŸ³ðŸŠðŸ¦¢ðŸ¦”ðŸ¦‰,Jasonsmumr,Australia,"Retired Qld State Public Servant, egalitarian, strong sense of social justice, supporter of independent media.",1026,1382,FALSE,12/1/2019 19:11
"RT @Marie_O_FR: About 11 million people are threatened with hunger and so is the wildlife
#Africa's southern drought is killing #Zimbabwe'sâ€¦",Robert Redmayne Hosking,redmayne_robert,United Kingdom,Animal/Nature/Wildlife Conservationist/ðŸŒ¿ Humanitarian/ Climate Justice Campaigner/Climate Activist. ðŸŒŽðŸŒðŸŒ #LetsKeepFossilFuelsInTheGround #FridaysForFuture,2953,4999,FALSE,12/1/2019 19:11
â€Rising seas and more intense flooding caused by #climatechange could put nearly 80 percent of the Superfund sitesâ€¦ https://t.co/5Byc9tivVj,Fabio Nehme,fabio_nehme,United Kingdom,"Frontline executive and entrepreneur building global businesses to solve climate change. Nehme Commodities, EDF Trading, World Bank Group. Personal views.",230,945,FALSE,12/1/2019 19:11
"Climate scientist Katharine Mach is researching ways to adapt to our changing climate, including how people are beiâ€¦ https://t.co/RMg6zFHqnt","Danny M. Yanez, CFRE",DannyYanez_UM,United States,"ðŸ™Œ Sr. Director of Corporate Relations for @univmiami
ðŸ›ï¸ @UM_SoA alum 
ðŸŽ“ Doctorate of Higher Education Leadership '21
ðŸ“± Tweets are my own
ðŸŒ´ #Umiami 
ðŸˆ #TNM",86,305,FALSE,12/1/2019 19:11
Trade unionists provide flood victims in Doncaster with essentials after government inactionâ€¦ https://t.co/pcBZWluapI,Morning Star,M_Star_Online,United Kingdom,"The only English-language socialist daily newspaper in the world, published six days a week.",44568,1516,FALSE,12/1/2019 19:10
"RT @FrBower: To fail to address #ClimateChange is an atrocity. 
It is #Genocide. 
Full reflection here: https://t.co/eV8h0LntFN 
#Auspol htâ€¦",neodecaussade,neodecaussade,United States,No Data Available,78,71,FALSE,12/1/2019 19:10
Local impacts of #climatechange vary across the globe. Watch this video from the Prairie Climate Centre:â€¦ https://t.co/wsvCxxphma,SEAC Saskatoon,SEAC_Saskatoon,Canada,Saskatoon Environmental Advisory Committee (SEAC) is a civic committee that advises Council on environmental issues of potential relevance to the City.,218,331,FALSE,12/1/2019 19:10
RT @onlytruthnfacts: Perfect Match. #LeonardoDiCaprio who paid 300K to a â€˜social justiceâ€™ org that set fires in the Amazon to â€˜proveâ€™ #Climâ€¦,old GALLO fan,oldmangene65,United States,"Retired. love baseball and the TEXAS RANGERS. love GOD,country, TRUMP and the second amendment. I have a LTC Navy veteran.I AM A NATIONLIST  MAGA no DMs",6038,4995,FALSE,12/1/2019 19:09
"RT @Planetary_Sec: ðŸŒŽ 

Watch how we destroy our planet in less than a lifetime. 

ðŸ˜ž

#Arctic #science #ClimateEmergency #climatechange 
MTâ€¦",Vantage Alerts,VantageAlertsUS,United States,Real time stock pick alerts for swing trading setups backed by unbiased research.,101,351,FALSE,12/1/2019 19:09
"RT @KentPage: #EducationCannotWait for any child. 
Please RT if you agree! 

@EduCannotWait: the first global multilateral fund dedicated tâ€¦",Andat Dasogot,Addasogot,Nigeria,Population Expert,293,1252,FALSE,12/1/2019 19:09
RT @UNICEF: Thousands of children like this boy in Mozambique are put in danger and miss out on school every year due to #ClimateChange relâ€¦,Andat Dasogot,Addasogot,Nigeria,Population Expert,293,1252,FALSE,12/1/2019 19:09
"RT @GabeFilippelli: Boo-no to this! 
There are not two â€œsidesâ€ with different â€œfactsâ€
There is one set of facts to lead to the inevitable câ€¦",The Tartan Fox,The_Tartan_Fox,United States,"Kilt-wearing Zen Buddhist, Australian  technophile living in the USA. A self-confessed geek, husband, and dad to a fledgling geekette.",142,87,FALSE,12/1/2019 19:09
"Hedge fund TCI vows to punish #directors over climate change. Well, this is one approach....â€¦ https://t.co/scKMfNm1y3",Vyla L. Rollins,VylaRollins,United Kingdom,"Award winning #Business #Psychologist, Exec Dir @LBS, #Coach #strategy execution advisor. Believes effective #leadership #behaviour is a #business imperative",2975,2875,FALSE,12/1/2019 19:09
"RT @RebeccaH2020: Did you know:
ðŸ‹ One Whale Is Worth Thousands of Trees in Climate Fight
Great whales are the carbon-capture titans of theâ€¦",Matt Hobbs,MigrationMatt,United Kingdom,"Ecologist and wildlife mad dad of two. Tweeting about wildlife and the weird world of ecology. Mainly cetaceans, birds, bats and migration.",962,688,FALSE,12/1/2019 19:09
"RT @FeistyLibLady: No matter our age #ClimateChange affects us!

Jane Fonda 82 and Iain Armitage 11 crossed generations to protest #Climateâ€¦",ðŸŒˆKerri Little FishðŸŒˆ,kerriLittleFis1,United States,Democrat / Cherokee Indian. Love makes the world go round. Put a little love in your heart. (NO DM),1282,2098,FALSE,12/1/2019 19:09
"If not now, when?

Probably in about 20 years time, when the next generation are in the majority.

#itvdebateâ€¦ https://t.co/Txd2WTSgpL",Sir Peregrine Falcon #FBPE,Peregrine_Sir,United Kingdom,"Sir Peregrine Falcon Bt., DSc, MA (Oxon), FRSA",1541,31,FALSE,12/1/2019 19:09
RT @beckysynthesis: Well maybe if they listened to our fav they could make a change #climatechange  https://t.co/zthSzl5h2O,Angie Concha âœµ,angiebtrippin,United States,| CA âž¡ï¸ TX | straight edge | soft angry lesbian | whipped for Lauren ðŸ£ | ðŸ‡²ðŸ‡½ ðŸ³ï¸â€ðŸŒˆ |,252,712,FALSE,12/1/2019 19:09
Oceans and ice are absorbing the brunt of climate change https://t.co/gpE20YVR23 via @NatGeo #climatechange,Lee,MrsBrightss,France,No Data Available,10,129,FALSE,12/1/2019 19:09
"RT @PaulEDawson: 58.4 % of all new cars sold in Norway in March were fully electric!

In June it was 57.8%

In October 58.3%

This is partâ€¦",Blair Wheadon,BlairTWheadon,Canada,An ugly bag of mostly water on the 3rd rock from the Sun. Solution Manager at SAP. Opinions are my own.,1260,1187,FALSE,12/1/2019 19:09
"Funny (and not funny) ðŸ˜‚ .
.

#funnymemes #climatechange #climatechangeisreal https://t.co/FrukGuCF3C https://t.co/olA7zManZE",Goldmann DÃ¡vid,godavid,Hungary,"Entrepreneur, investor and farmer | Goldmann DÃ¡vid",957,30,FALSE,12/1/2019 19:09
"RT @Connect4Climate: We only have 8 years to stop #climatechange and turn around our worldâ€™s environment. ðŸŒ

Join @unhabitatyouth  and younâ€¦",Andat Dasogot,Addasogot,Nigeria,Population Expert,293,1252,FALSE,12/1/2019 19:09
RT @ADB_HQ: Poor women take the strain as #climatechange pushes men to leave home https://t.co/Is4b3ZeXDR via @TRF_Stories https://t.co/YKMâ€¦,VisionRI ,vricspl,India,Consulting Firm,39,34,FALSE,12/1/2019 19:09
"RT @UNFCCC: The rainy weather hasn't stopped the #MovingForClimateNow team from arriving at #COP25 this Sunday, after biking from Salamancaâ€¦",VisionRI ,vricspl,India,Consulting Firm,39,34,FALSE,12/1/2019 19:09
"RT @UNGeneva: When young people are educated on climate issues, they become more likely to understand &amp; to address the impact of global warâ€¦",Andat Dasogot,Addasogot,Nigeria,Population Expert,293,1252,FALSE,12/1/2019 19:08
"RT @DailDawson1: They use wars, foreign pay for play with corrupt countries, &amp; super high dollar special interests to siphon their trillionâ€¦",Fred bourdin,BourdinFred,United States,No Data Available,3458,4896,FALSE,12/1/2019 19:08
"RT @Greenpeace: Their country faces some of the most extreme weather from #ClimateChange, so Filipinos are seeking justice to hold pollutinâ€¦",Bill Uminski,BillUminski,United States,No Data Available,483,766,FALSE,12/1/2019 19:08
"RT @ElifTurkey: Thatâ€™s how much ice has been lost at the Arctic in last 100 years. #ClimateChange 
#100YearChallenge #December1st #SundayThâ€¦",Zia Ullah,ZiaUllahCA,Pakistan,"FCA(ICAP), Certified QB Proadvisor, IFRS (ICAEW). Senior Partner ZMK (Chartered Accountants). - gmn member firm; FM trainer| RTs are not endorsements",906,2374,FALSE,12/1/2019 19:08
"RT @UNFCCC: The rainy weather hasn't stopped the #MovingForClimateNow team from arriving at #COP25 this Sunday, after biking from Salamancaâ€¦",AVD_org,AVD_org,Cameroon,Vital Actions for Sustainable Development (AVD) is a youth-led NGO from Cameroon ðŸ‡¨ðŸ‡² aiming to transform all global citizens into #Eco-citizens worldwide ðŸŒ,490,516,FALSE,12/1/2019 19:08
"""Dozens of countries, including the UK, have this year adoptedÂ targets for net zero emissions by 2050, but almost nâ€¦ https://t.co/f8fBh6lam9",Edward Dickinson,E_Dickinson86,United Kingdom,"Environmental Management & Policy masters graduate (Lund, Sweden). Passionate re sustainability, research impact, transportation, water security & renewables.",173,1074,FALSE,12/1/2019 19:08
Fascinating. #climatechange https://t.co/6Nlh3kEece,Alison Meston,AlisonMeston,France,At the @ISC promoting science as a global public good. Can be found flÃ¢neuring around ChÃ¢teau Versailles in 18th century garb ðŸ“¢ My views are my own ðŸ“¢,638,345,FALSE,12/1/2019 19:07
RT @onlytruthnfacts: Perfect Match. #LeonardoDiCaprio who paid 300K to a â€˜social justiceâ€™ org that set fires in the Amazon to â€˜proveâ€™ #Climâ€¦,Rae A ðŸ¦…Outlaws for 45ðŸ¦…,WileyWonka59,United States,"ProudMilitaryBrat,Loyal PatriotðŸ‡ºðŸ‡¸Gen FlynnðŸ’œPro-LifeðŸ’œVeteransðŸ’«#MAGA #Trump2020 #Walkaway #LivePD #BlueLivesMatter,#ICEðŸ”« Rescue MomðŸ¶MARRIEDðŸ’œIsraelðŸš«DMâ€™S",26781,27292,FALSE,12/1/2019 19:07
"RT @UNFCCC: .@antonioguterres on his expectations for the @UN #ClimateChange Conference #COP25 in Madrid: ""I expect from the COP a clear deâ€¦",Robert Redmayne Hosking,redmayne_robert,United Kingdom,Animal/Nature/Wildlife Conservationist/ðŸŒ¿ Humanitarian/ Climate Justice Campaigner/Climate Activist. ðŸŒŽðŸŒðŸŒ #LetsKeepFossilFuelsInTheGround #FridaysForFuture,2953,4999,FALSE,12/1/2019 19:07
Vote for the party that puts #climatechange in their manifesto The LibDems! General election 2019: Why you should tâ€¦ https://t.co/JcEyKfHNKA,R Shepherd-DuBey,devoncatt,United Kingdom,"Wokingham Borough Councillor, Parish Councillor, Dog Walker, retired Eye Doctor, School Governor , Commited to improving life in Winnersh.
Liberal Democrat",714,645,FALSE,12/1/2019 19:07
"RT @PeterGleick: We need to stop burning fossil fuels completely, as soon as possible.
Does anyone really think that the fossil fuel companâ€¦",Hunter Lovins,hlovins,United States,"President, Natural Capitalism Solutions; Chief Insurgent, madrone project",11500,1023,FALSE,12/1/2019 19:07
"RT @onlytruthnfacts: #Bolsonaro, New conserv leader of #Brazil: â€œ#LeonardoDiCaprio gave $300,000 to an NGO that set fire to the Amazon (andâ€¦",Rae A ðŸ¦…Outlaws for 45ðŸ¦…,WileyWonka59,United States,"ProudMilitaryBrat,Loyal PatriotðŸ‡ºðŸ‡¸Gen FlynnðŸ’œPro-LifeðŸ’œVeteransðŸ’«#MAGA #Trump2020 #Walkaway #LivePD #BlueLivesMatter,#ICEðŸ”« Rescue MomðŸ¶MARRIEDðŸ’œIsraelðŸš«DMâ€™S",26781,27292,FALSE,12/1/2019 19:07
These polar bears are amazing but what the hell are they going to go when the Arctic is ocean all year round?â€¦ https://t.co/8BKYZiT5Ks,Jo S,sockeyejo,United Kingdom,"Likes walking the dogs, photography, reading, eating, cycling, equality and social justice.
Dislikes bigots, tomatoes, overgrown footpaths, litter.",244,187,FALSE,12/1/2019 19:07
â€˜Bleakâ€™ U.N. Report Finds World Heading to Climate Catastrophes https://t.co/xMNiJw3Xjg #ClimateChange #factsâ€¦ https://t.co/VaueWoEHEl,Earl B Russell,EarlBRussell,United States,"I blog non-fiction, focusing on memoir, essays, humor, and commentary. My books: Meanderings and Mullings (2017) and Cold Turkey at Nine (2013)--on Amazon, B&N.",7755,7595,FALSE,12/1/2019 19:07
"They use wars, foreign pay for play with corrupt countries, &amp; super high dollar special interests to siphon their tâ€¦ https://t.co/xlQSG2c9RF",âš¡â˜NO DEALSâ˜âš¡ DawsonðŸ”¨,DailDawson1,United States,ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ðŸŒ¼JESUSðŸŒ¼TRUMPðŸŒ¼QanonðŸŒ¼PATRIOTðŸŒ¼ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ #TheStorm #WRWY #WWG1WGA #QAnon #MAGA #KAG #PATRIOT THIS IS MY POLITICAL PLATFORM. I DON'T CHECK DM'S,8086,7617,FALSE,12/1/2019 19:07
"RT @PaulEDawson: 58.4 % of all new cars sold in Norway in March were fully electric!

In June it was 57.8%

In October 58.3%

This is partâ€¦",StevieMe,SteveScho54,Canada,"Old.  Get off my digital lawn.  My thoughts, no one else's.",286,658,FALSE,12/1/2019 19:06
Indonesia deforestation: The worldâ€™s demand for palm oil is igniting a climate bomb #climatechange #globalwarming  https://t.co/SMW6UeYxuk,Suzana Donato Deng,SuzanaDeng,United States,"â€œ We are what we repeatedly do. Excellence, then, is not an act, but a habit.â€ Will Durant .",740,351,FALSE,12/1/2019 19:06
RT @aimableuw: New Zealand begins genetic program to produce low methane-emitting sheep #naturebasedsolutions #climatechange  https://t.co/â€¦,Marc Kinjet,MarcKinjet,Netherlands,#Nutrition | #Agriculture | #PhD|#life sciences| #digestive physiology|#business strategy|#Methane & #Greenhouse Gas emissions|,277,408,FALSE,12/1/2019 19:06
"RT @Aprilaire: What are your thoughts on #ClimateChange? According to 11,000 scientists, there are six major steps that â€œmustâ€ be taken toâ€¦",James Blynt,benjred,United States,"Born in Dunkirk, NY
Cum Laude Bachelor Degree in Philosophy
Master Degree in Theology",1299,402,FALSE,12/1/2019 19:06
"RT @UNFCCC: A graphic showing all floods over 110 cm in Venice since the 1800s, published in 
@sciam &gt; https://t.co/rA2FDSyaz9

Notice theâ€¦",Gavin C,CassidyGavin,Spain,My battery is low and it's getting dark,699,2122,FALSE,12/1/2019 19:06
"RT @RebeccaH2020: Stop Scaring Kids With Climate Change Hysteria
@DennisPrager : Kids are now terrified of dying from climate change and itâ€¦",Doug Wedel,DougWedel,Canada,"Road safety advocacy led me to cycling advocacy. 

Together, let's be the change.",888,5000,FALSE,12/1/2019 19:06
"RT @presscoreca: Justin Trudeau, Chrystia Freeland &amp; Catherine McKenna are being investigated as agents of influence/foreign gov moles. Allâ€¦",Patriot of Love,LaDolceVitta,Canada,"Daughter.Wife.Mother of 2.Friend to allâ¤

thy kingdom come thy will be done,on earth as it is in heaven.

#WWG1WGA #DarktoLight #TrustThePlan",615,1109,FALSE,12/1/2019 19:05
"@JunkScience Thanks to products made from petroleumðŸ›¢ï¸&amp; other petrochemicals
#GretaThunberg isn't killing whalesðŸ³toâ€¦ https://t.co/5PTtkERQTg",Henry K. B.,HenryK_B_,United States,No Data Available,1420,2459,FALSE,12/1/2019 19:05
Rethinking #Christmas gifts in the #ClimateChange era. For me it was always more about showing that I care than aboâ€¦ https://t.co/HwEUkzvReC,Aleksander Kuczek,A_Kuczek,Spain,Executive | Serial Entrepreneur | Into: #datascience #AI #marketplace #startup #food #keto #travel #videogames | @SkyDeck_Cal Ambassador #gobears,567,308,FALSE,12/1/2019 19:05
"RT @UN_News_Centre: Future generations will face increasingly severe impacts of #climatechange. This week, the #COP25 Climate Conference geâ€¦",KarinaFM,KarinaFM,Indonesia,"You know my name, not my story. You've heard what I've done, not what I've been through",593,776,FALSE,12/1/2019 19:05
RT @PaulEDawson: â€œThe unexpected and sustained current rise in methane may so greatly overwhelm all progress from other reduction efforts tâ€¦,judy grove,judyBGrove,United States,"..Retired Montessori teacher, puppet maker, crazy about wildlife , concerned about climate.....let Melania know it's too hot for that blouse...",670,4522,FALSE,12/1/2019 19:05
"RT @ChadRoberts529: Look at all those electric cars being bought in a cold, Northern country. 

#ClimateChange #ClimateCrisis https://t.co/â€¦",StevieMe,SteveScho54,Canada,"Old.  Get off my digital lawn.  My thoughts, no one else's.",286,658,FALSE,12/1/2019 19:05
RT @NikolovScience: @JSegor @rln_nelson @bruno_packham @MonkeyMyBack @MassiMassian @doctorbarnes1 @polemicarc @Tea4gunsSC @dan613 @Euphoricâ€¦,Harry Larimer Sr,LarimerSr,United States,"#MasonStrong #JordanStrong #MariStrongðŸ’ªðŸ‘. Former account of ShortyPrice4Gov..Yeah, I know. So, I was minding my own business, right.....#KAG #Trump2020",94,208,FALSE,12/1/2019 19:05
"RT @Greenpeace: Their country faces some of the most extreme weather from #ClimateChange, so Filipinos are seeking justice to hold pollutinâ€¦",LAURA LOPEZ,ll_lcda,Venezuela,No Data Available,280,1310,FALSE,12/1/2019 19:05
"The talk is going to be called ""ITS A TRAP!"": Admiral Akbar was REALLY talking about #ClimateChange &amp; butterflies! https://t.co/0W2FBcid4p",Ramesh Laungani,DrRamBio,United States,"Assoc Prof @DoaneUniversity, ðŸŒ¾ & biochar ecologist, #1000STEMWomen founder, #scicomm, turntables ðŸ‘ŠðŸ½ #ClimateChange denial. Cohost @ourwarmregards Tweets=mine",1829,1132,FALSE,12/1/2019 19:04
RT @HaalaBeeba: Great to meet @HamzyCODE &amp; others at Summit on Canada's Global Leadership. In his keynote he said #ClimateChange is makingâ€¦,adama barry,adamaba52275596,United Kingdom,"from Guinea Conakry FGM survivor,volunteer at golden oldies in Southwark, joined FGM campaign to raise awareness wants free girls and women from FGM",151,346,FALSE,12/1/2019 19:04
Currently working on a #SciComm talk about the impact of #ClimateChange on ðŸ¦‹. Given that we're so close to the releâ€¦ https://t.co/vxum85iTV1,Ramesh Laungani,DrRamBio,United States,"Assoc Prof @DoaneUniversity, ðŸŒ¾ & biochar ecologist, #1000STEMWomen founder, #scicomm, turntables ðŸ‘ŠðŸ½ #ClimateChange denial. Cohost @ourwarmregards Tweets=mine",1829,1132,FALSE,12/1/2019 19:04
RT @oliviarafferty6: Thanks to @AnayMridul for getting me tickets to this incredible Premiere of #Vegan2019 by @PlantBasedNews - I really hâ€¦,Paulina.Utnik,UtnikPaulina,United Kingdom,@CityUniLondon BA Journalism Student and Section Editor for @CityCarrot. Social Media Manager for @lambertpolsoc. Waffle enthusiast and cat lover,37,66,FALSE,12/1/2019 19:04
"Can you pass Climate Change 101? 
#Quiz #ClimateCrisis #ClimateChange  https://t.co/PvIPebjAz5",Karen V.,RogueBalam,Mexico,Ad agency executive creative director gone rogue for the climate. Now I help tell the truth. Climate Reality Leader. #ClimateCrisis #LeadOnClimate MEXICO,371,666,FALSE,12/1/2019 19:04
"RT @DanyalGilani: As Co2 reaches highest level in 3 million years, whales can help control global warming. 1 great whale absorbs 33,000 kgâ€¦",Syed Salman Hassan,SyedSalmanHas17,Pakistan,No Data Available,5,87,FALSE,12/1/2019 19:04
"RT @TorstenFelsteha: #EndeGelaende we are unstoppable.
Systemchange Not climatechange https://t.co/PeU7uYgqKV",â™¥,veggarden,South Africa,"Volksmusik, Holzarbeiten, SpÃ¼lwasser und Dreck âœŠ",276,1320,FALSE,12/1/2019 19:04
RT @IocUnesco: [NEWS] Discover the Ocean's Top Stories of November! Stay updated on the latest oceanic news by subscribing to our newsletteâ€¦,Henk Brinkhuis,BrinkhuisIV,New Zealand,Director NWO NIOZ Royal Netherlands Institute for Sea Research and Professor @UUGeo marine palynology and paleoecology,1237,593,FALSE,12/1/2019 19:03
"RT @DanyalGilani: Thatâ€™s how much ice has been lost at the Arctic in last 100 years. #ClimateChange 
#100YearChallenge #December1st #Sundayâ€¦",Peggy Sanders,peggymel2001,Australia,Climate change believer with deep concerns for our childrenâ€™s future.  Progressive political leanings believing in equality and social justice for all people.,810,1215,FALSE,12/1/2019 19:03
#ifitssunday itâ€™s #meetthepress w/ @chucktodd #firstread #youvebeenduped #fullpanel #datadownload #climatechangeâ€¦ https://t.co/BPgy4z1z5u,Steven Oliver,socialsf,United States,"Maitre d' @cockscomb_sf, Socializer, Oenophilia, Spirit Merchant, Writer, Political Views, Lover of Paris, Connoisseur of good things in life...",2544,1376,FALSE,12/1/2019 19:03
"RT @Brian_Sussman: ""How to talk to your climate changed cousin, co-worker, and cohort during this holiday season.""
First draft of the storyâ€¦",âœSteph ðŸ•ŠðŸŒžðŸ•ðŸƒâ€â™€ï¸ðŸ§¶ðŸ§µðŸ—½ðŸ‡ºðŸ‡¸,EternalRiteWing,United States,"#MAGA, Descendant of War of 1812, Civil War Captain Patriots.â€Give me liberty or give me death.â€ P. Henry **America falls like Rome without a return to God.**ðŸ™",25686,16125,FALSE,12/1/2019 19:03
Can't wait to get a 'dose of reality' from a guy who *checks notes* accepted $2 million from fossil fuel companiesâ€¦ https://t.co/idyanaH7wl,Joe McCarthy,notjoemccarthy,United States,"Journalist @Weatherchannel | climate and disinfo | Fiction writer, musician | unless youâ€™re controlled by a sentient parasite, your â€˜opinions are your ownâ€™",512,1077,TRUE,12/1/2019 19:03
"""fossil fuel indstry...has spent the past 30 yrs sowing doubt about the reality of climate change-where none existsâ€¦ https://t.co/TaQi4ea5sZ",Linda Zajac,LindaZajac,United States,"Award-winning science writer.  I write science as a story, sprinkled with art. I'm interested in how scientists use cutting-edge technology to get answers.",124,227,FALSE,12/1/2019 19:02
RT @SusanPage: Cool presentation here by my @USATODAY colleagues on the crucial issue of #ClimateChange --&gt;&gt; https://t.co/xpgdYsxvj2,Kim Norvell,KimNorvellDMR,United States,"Des Moines growth and development reporter @DMRegister, covering @ewarren for #iacaucus, alumna of Iowa State. E-mail: knorvell@dmreg.com.",3176,1748,TRUE,12/1/2019 19:02
Can #GreenBuildings really help combat #ClimateChange? Our blog post takes a look at what Green Buildings are and tâ€¦ https://t.co/sgsIxQYtCH,ThoughtWire,ThoughtWire,Canada,"At ThoughtWire, weâ€™re on a mission to create Smarter Spaces by using powerful Digital Twin Technology to bring Built Environments to life.",673,532,FALSE,12/1/2019 19:02
Choosing a #ChildFree life or having #OneBaby instead of more is the most impactful action which can help reduce thâ€¦ https://t.co/CpSNoywBRg,Alexa ðŸ”¸ðŸ‡ªðŸ‡ºðŸ”¸(#NoPopulism),AlexaNoPopulism,United Kingdom,"ðŸ”¸Liberal and firm believer in freedom, democracy and unity in diversity. Anti-nationalist / anti-socialist. Having experienced communism, I choose liberalismðŸ”¸",131,206,FALSE,12/1/2019 19:02
Friends or foes? A thoughtful piece on competition and cooperation between governments and private firms to developâ€¦ https://t.co/CVj1wR8pKy,Fabio Nehme,fabio_nehme,United Kingdom,"Frontline executive and entrepreneur building global businesses to solve climate change. Nehme Commodities, EDF Trading, World Bank Group. Personal views.",230,945,FALSE,12/1/2019 19:02
RT @NikolovScience: @JSegor @rln_nelson @bruno_packham @MonkeyMyBack @MassiMassian @doctorbarnes1 @polemicarc @Tea4gunsSC @dan613 @Euphoricâ€¦,"Ned Nikolov, Ph.D.",NikolovScience,United States,"Ph.D. Physical Scientist with a broad range of interests in various fields of science, i.e. climate, cosmology, astrophysics, nutrition, archaeology etc.",15842,62,FALSE,12/1/2019 19:01
@JSegor @rln_nelson @bruno_packham @MonkeyMyBack @MassiMassian @doctorbarnes1 @polemicarc @Tea4gunsSC @dan613â€¦ https://t.co/7mwLmobsb4,"Ned Nikolov, Ph.D.",NikolovScience,United States,"Ph.D. Physical Scientist with a broad range of interests in various fields of science, i.e. climate, cosmology, astrophysics, nutrition, archaeology etc.",15842,62,FALSE,12/1/2019 19:01
"been working hard lately, playing Paper Mario 1000 year door in the mean time. Game is from 2004 and Nintendo out hâ€¦ https://t.co/ukIsFLlSHy",Meta,ImmMetaOfficial,Canada,Electronic music producer/DJ/enthusiast and content creator. Visit https://t.co/fB298cfhRu or https://t.co/AXjPUZoVrX for more information.,92,139,FALSE,12/1/2019 19:01
Some Canadians are at the forefront of the future. Can't be said of a bunch of pathetic provincial premiers.â€¦ https://t.co/7OFIwu9T7w,Citizen_Forward,ThePhotowagon,Canada,"Retired technology teacher, designer, photographer, futurist, activist, motorcyclist, Maker, 3D, hydroponics, electronics. See designs: https://t.co/9t5tfmfI3T",3011,2930,FALSE,12/1/2019 19:01
"RT @ElifTurkey: Thatâ€™s how much ice has been lost at the Arctic in last 100 years. #ClimateChange 
#100YearChallenge #December1st #SundayThâ€¦",Faisal imran,Scorpion_mani09,Bahrain,No Data Available,257,533,FALSE,12/1/2019 19:01
Climate Ready Boston is an initiative to prepare the city for impacts of #ClimateChange by increasing access to theâ€¦ https://t.co/AY96BgaIGz,Jon Kher Kaw,jonkherkaw,United States,"Senior Urban Specialist and Urbanscapes Community of Practice Leader @WorldBank @WBG_Cities. Cities, technology and innovation.",404,322,FALSE,12/1/2019 19:01
"RT @GrrlScientist: Population Decline Has #Hawaiiâ€™s Songbirds Singing The Same Tune, about a study by team based at @UHHilo &amp; published byâ€¦",Dr Mel Thomson,DrMel_T,Australia,"Recovering Academic Microbiologist, failed Quangocrat, Founder & Chief Strident Harpy at #VeraQ | Always a (bad) feminist who enjoys Tumefactive MS | ðŸŒˆ she/her",14231,9610,FALSE,12/1/2019 19:01
"RT @enricomolinari: This #plastic which is made from #biodegradable organisms can help #saveouroceans ðŸŒŠ TY @tictoc via @enricomolinari 

#Sâ€¦",VeenaPro ERP Solution,VeenaproErp,India,"VeenaPro, the best ERP solution for small and mid-sized Manufacturing, Mining, Logistics & Supply Chain, Retail, Finance etc industry. Call us @+91-9861 015 076",751,2356,FALSE,12/1/2019 19:01
"RT @FeistyLibLady: No matter our age #ClimateChange affects us!

Jane Fonda 82 and Iain Armitage 11 crossed generations to protest #Climateâ€¦",Canada Connie Resists,DividedUStand,Canada,Resister! NO MAGA or LowIQ45 I have FAM living in Trumps dangerous USA! KidsDying@USABorder ConDon&GOP RIGS Elections!Truth Hurts&I SAY IT! TAXPoliticalChurches,2429,2896,FALSE,12/1/2019 19:01
"RT @RebeccaH2020: Sir David Attenborough says it is ""shameful"" of the Prime Minister not to attend last night's #climatechange debate. 

""Iâ€¦",Abenite,ABenite01,Canada,"Avid tree planter, conservationist, supporter of Greenpeace, WWF, The Orangutan Project, SPCA and many other worthy causes. Plant-based diet.",255,788,FALSE,12/1/2019 19:01
"RT @Perla_Trevizo: #ClimateChange threatens nearly 80% of #Superfund sites in #Houston area, GAO says https://t.co/J8tXH7XpD7 via @HoustonCâ€¦",Seth Robins,cntry82txn,United States,"#Texan, Dad, #Engineer, #Futurist, tinkerer, historian, reader, writer, champion of #Science, seeker of knowledge, expresser of opinions, which are my own!",199,639,FALSE,12/1/2019 19:01
"Apply now to the @EnvAm Fellowship Program! Receive a $27K salary plus additional benefits, all while building suppâ€¦ https://t.co/iHDcqBZD9H",ProFellow,ProFellow,United States,"The go-to source for information on professional & academic fellowships | Search more than 1,000 fellowships in our database: https://t.co/zgVd3FXPqL",2443,423,FALSE,12/1/2019 19:01
"@mickmac12345 @doufus88 @GretaThunberg Sorry. You're absolutely and fundamentally wrong.

https://t.co/LKD5kgL4l1",Dr. Dan Cady,DanCady,United States,"Forensic Psych & Lutherie.
Psychodiagnostics & statistics.
Border Collies.

#Resistance #ClimateCrisis #Climatepoli",2168,3580,FALSE,12/1/2019 19:01
